id,cost,ip_address,lat,lng
504,$384423.58,156.122.71.96,-32.4499018,-71.2325958
505,$758001.44,122.86.139.34,46.9874505,3.1506645
506,$738204.34,167.149.76.7,-1.0875428,35.8770642
507,$37527.89,252.79.240.112,40.5511823,22.249713
508,$215490.23,113.49.47.144,48.695223,2.190167
509,$49919.96,105.51.131.154,56.1244724,38.8768972
510,$517638.01,138.105.233.85,9.6470386,125.602355
511,$97448.76,214.7.247.179,42.078622,126.908717
512,$403861.75,161.61.244.202,19.4102526,-99.0073673
513,$444307.02,28.99.91.118,25.5822549,-100.9086492
514,$116178.08,157.54.53.123,45.6518526,16.5355901
515,$42313.78,64.35.61.133,-20.05913,48.13327
516,$984067.69,226.62.7.243,48.7037515,2.3056035
517,$346047.11,75.56.25.120,42.7989149,133.0298493
518,$586083.68,31.2.187.100,35.0820413,-106.6478031
519,$201895.26,194.44.62.155,38.8905198,-7.5457633
520,$105555.43,168.77.191.228,50.3633974,25.1107867
521,$314749.15,244.12.144.161,36.3006568,137.9047429
522,$965642.50,135.166.244.39,31.77,-106.43
523,$559560.15,83.190.40.162,56.3103675,38.1016955
524,$135230.70,169.68.251.130,29.696195,106.79542
525,$598948.49,102.225.236.184,-26.360436,28.451357
526,$158571.73,60.11.245.186,55.7562751,38.6792665
527,$656548.90,236.202.6.228,6.1090652,102.133622
528,$466158.21,212.140.170.72,3.5233855,125.5110513
529,$149150.33,156.98.107.111,-23.7219872,44.3827547
530,$118013.34,148.200.130.178,-13.6908547,-71.6421194
531,$909723.19,9.173.203.72,15.4910185,-91.765785
532,$461643.61,26.102.223.153,13.4833399,106.9801346
533,$85435.06,30.147.9.195,44.7771057,33.5458805
534,$621704.47,191.90.34.208,57.0408915,24.0131821
535,$119559.45,46.200.85.118,57.9642094,12.1438774
536,$934394.93,11.32.46.172,28.3683182,83.2934086
537,$174089.19,19.36.54.45,37.7574326,-25.2384711
538,$619.75,117.25.144.97,46.8700877,43.0650548
539,$920065.47,159.49.6.46,59.8668258,17.6537608
540,$971288.76,86.176.245.56,25.87886,119.545653
541,$665954.14,171.227.198.247,14.7258963,121.0226751
542,$228049.71,113.69.96.22,40.5067525,47.6489641
543,$272475.46,49.56.177.124,53.7815116,27.4312339
544,$334151.96,235.126.220.81,34.0136456,69.4307821
545,$632870.28,188.9.221.174,-6.2167736,106.5230542
546,$634148.35,138.164.229.181,50.6283477,18.7971435
547,$921593.95,235.84.134.70,-32.9150009,-65.3749466
548,$246967.84,194.32.70.51,-8.5639937,122.6164409
549,$943379.03,222.217.25.243,36.3645281,37.0158772
550,$266374.16,41.240.32.208,-7.6387228,111.0460407
551,$916847.36,120.45.209.174,34.016449,64.5266446
552,$940322.05,72.247.205.46,55.6689972,12.5409879
553,$694875.96,38.20.80.191,55.9522407,25.5895781
554,$197537.48,144.173.186.11,38.5301118,68.2146857
555,$928358.86,2.74.181.166,33.5915355,-101.8482479
556,$874489.36,177.104.117.209,62.6014659,25.7278806
557,$499807.12,203.111.136.111,51.0309199,16.7675963
558,$180549.28,190.137.235.31,35.1183378,69.2341133
559,$518024.37,98.228.7.11,28.9141178,120.0531443
560,$472323.27,117.30.202.41,-8.5388252,115.402367
561,$785551.63,78.50.207.1,50.1559431,14.1889828
562,$548936.41,212.25.132.105,37.5697358,140.4907047
563,$390250.96,218.233.116.191,-8.2058799,113.1724461
564,$345395.73,194.142.199.56,59.3462826,18.0843085
565,$887718.20,251.55.63.105,-6.956164,106.7714
566,$610484.10,206.182.115.207,27.398759,116.350531
567,$53431.71,175.98.188.85,34.15599,64.78566
568,$568181.32,13.26.156.189,41.9100239,20.9108471
569,$299750.18,212.151.234.89,35.24069,117.554287
570,$468673.74,41.104.235.114,59.9263628,10.779541
571,$107660.75,183.231.187.210,-29.899528,-50.247365
572,$358726.99,156.169.206.41,-25.8664184,28.1678543
573,$398205.69,249.145.90.205,-29.4125426,-66.8252726
574,$434873.36,209.167.8.101,22.2016816,-97.8367954
575,$239537.56,8.90.155.207,40.3373262,20.6794676
576,$195517.01,217.154.90.13,28.845441,121.131229
577,$636251.28,246.146.125.237,48.282193,37.1847804
578,$239600.38,112.114.92.156,49.9778407,16.9717754
579,$32516.26,125.128.97.122,31.7238883,119.9481515
580,$880826.54,55.5.98.233,-7.3077709,108.5522531
581,$517593.98,106.77.112.221,50.24987,-117.80226
582,$830693.26,201.47.45.55,31.558471,118.844538
583,$460502.71,194.204.22.146,52.4908529,20.7239452
584,$734115.94,18.207.112.109,13.5742541,-89.2062985
585,$606597.93,97.236.30.161,32.470376,35.356811
586,$693172.84,69.187.40.14,23.110052,113.240664
587,$934916.07,158.36.229.143,23.7173024,-99.185752
588,$706418.40,2.112.183.135,-6.73479,106.7855
589,$653929.86,13.2.41.106,25.318672,119.105528
590,$575692.62,216.89.133.121,57.1355803,103.9325393
591,$124808.57,41.6.81.199,41.5706511,-8.3577961
592,$114882.86,112.49.72.240,29.1203,107.415889
593,$65589.34,5.149.190.31,-1.801926,-79.5346459
594,$306210.40,45.239.24.130,36.164846,-115.155709
595,$563294.95,49.200.165.249,4.6096768,101.1064003
596,$177062.69,242.164.239.86,41.4783577,-8.5364865
597,$21566.05,244.137.112.213,17.4792157,121.6180515
598,$362054.99,242.103.105.87,-26.7162431,23.9253941
599,$430505.42,121.199.187.109,-8.455768,-39.4035876
600,$735432.31,226.44.164.241,-0.8433489,134.05592
601,$968315.03,119.95.4.95,34.732099,105.335897
602,$795289.77,83.249.232.164,16.663904,121.451539
603,$107695.06,87.163.30.127,-23.668163,-46.4617086
604,$721534.44,123.118.34.129,31.2303904,121.4737021
605,$761390.49,198.84.146.156,55.7222135,13.0258964
606,$580349.19,137.25.69.228,-8.7330784,35.2972331
607,$354459.08,74.75.7.84,49.3909134,30.1988199
608,$418972.38,131.212.10.101,47.2495437,107.5408308
609,$98171.58,225.160.52.148,36.1181827,36.5162077
610,$170824.23,63.164.145.163,32.99095,100.0703
611,$31403.23,65.50.188.113,46.6975886,15.90981
612,$462185.93,123.1.17.56,5.7577596,103.0010752
613,$626200.52,33.246.164.253,18.5118006,105.2662931
614,$557369.64,145.233.162.117,33.786489,133.7255189
615,$195363.99,142.252.241.152,47.0169394,-68.1430203
616,$510334.10,233.8.155.186,48.4242028,142.0863655
617,$773596.42,157.219.200.4,14.8881276,101.7187284
618,$933336.02,45.52.254.80,51.725198,75.3150685
619,$504240.04,134.69.45.47,-13.6211552,29.3889082
620,$557411.53,239.50.121.166,15.0690612,-91.6341489
621,$759865.00,48.83.108.107,-6.9706827,112.593047
622,$528468.45,193.102.57.252,45.4451601,35.8363269
623,$349313.02,222.101.124.211,53.1936864,-6.590926
624,$857461.24,255.92.243.93,51.9166667,-8.05
625,$125545.11,194.16.30.227,40.6238989,122.5200228
626,$163224.66,214.2.7.71,-31.0767358,-64.4833187
627,$463864.42,187.41.149.37,26.830199,116.844405
628,$297963.15,232.245.101.199,22.996513,113.823603
629,$722402.78,149.157.223.4,15.2008428,-12.9449928
630,$336929.42,75.0.110.151,41.0184587,23.5206341
631,$729519.21,34.86.42.209,28.845441,121.131229
632,$964205.93,146.114.138.86,48.8708001,2.166848
633,$820862.72,22.148.216.165,53.1570421,30.4606679
634,$342466.38,117.174.128.131,49.3996493,37.0642852
635,$128260.36,149.136.35.68,49.7002226,5.9670927
636,$843858.13,189.221.189.56,18.2447388,-71.2205376
637,$405240.63,152.167.44.27,35.474465,128.2579205
638,$231198.35,211.245.195.125,-22.72125,27.31057
639,$431170.48,169.122.53.242,9.5608923,-73.3384471
640,$375727.02,88.54.154.186,-8.7896834,116.2836124
641,$550738.58,241.9.74.237,42.4324196,129.741477
642,$43893.97,50.189.214.41,57.9675068,12.577321
643,$598520.98,11.106.80.141,12.1392352,104.5655273
644,$475320.05,88.235.67.166,-24.5551012,25.8107681
645,$142922.14,203.117.229.98,28.841329,91.016402
646,$927343.98,123.215.175.35,23.7247599,108.8076195
647,$801325.56,233.105.18.219,6.4126332,38.3007613
648,$461448.81,91.0.154.77,-8.3474,123.2104
649,$684399.40,59.147.226.215,40.7813001,19.8440006
650,$821311.88,99.115.122.122,41.4942587,20.2147157
651,$270097.80,11.115.49.44,28.4391484,-16.2845785
652,$963922.60,106.12.224.117,34.2904302,113.3823545
653,$348620.86,92.242.209.225,-9.6239,124.0019
654,$677757.50,83.9.169.188,7.027766,-74.692965
655,$521296.78,57.25.10.3,10.4009358,106.22868
656,$554634.28,128.93.200.161,-8.0941273,112.274168
657,$772768.03,224.33.97.250,26.053583,117.870803
658,$18637.20,11.201.109.81,34.7071301,33.0226174
659,$672397.55,12.203.176.212,55.7,37.75
660,$471711.37,154.59.231.36,41.2511521,-8.3148854
661,$90436.55,59.102.161.134,-8.4500758,118.7278177
662,$166856.99,139.242.235.221,57.8644157,13.4263048
663,$672644.60,219.49.32.10,33.7622962,132.7021114
664,$420418.01,153.52.63.25,37.34,-121.89
665,$92022.87,13.233.54.210,45.7782243,4.7987938
666,$66318.18,73.250.220.239,34.5594987,112.4678779
667,$618900.86,46.54.156.92,-8.5769332,-35.9369952
668,$908775.73,72.116.7.75,45.6429121,29.3753657
669,$716197.26,4.102.186.198,38.2509637,23.6954977
670,$148006.03,182.203.3.91,-8.3765619,115.1918802
671,$233206.02,154.107.102.179,-29.8355529,30.9958074
672,$540085.12,232.184.0.177,27.106637,114.964086
673,$985792.79,117.100.127.46,14.52309,-90.764589
674,$532809.18,240.5.91.165,49.0549661,16.6445006
675,$414807.26,87.76.143.57,-7.6385033,112.9148168
676,$353841.66,254.208.30.191,22.691253,114.346251
677,$186403.11,182.74.141.109,49.8545281,18.6057328
678,$972870.90,118.29.47.159,35.5205328,135.7708561
679,$8033.63,239.235.237.153,6.4482939,101.8107351
680,$603782.98,66.0.245.38,-21.4649238,-47.0145295
681,$795226.48,101.46.51.222,-26.924287,-65.3379779
682,$786965.54,171.3.234.119,52.7604883,-8.8950821
683,$436024.97,154.51.205.38,5.032145,-74.884455
684,$616728.97,93.24.63.151,48.5428567,22.9948916
685,$824454.56,42.6.206.29,37.7621762,-25.5651478
686,$525688.27,160.184.121.230,-34.1701324,-70.7406259
687,$805557.80,56.125.78.65,33.38278,66.27233
688,$67575.26,96.13.218.118,22.529403,103.93935
689,$544033.37,65.229.123.52,37.5923591,21.6206833
690,$315713.26,161.55.56.169,-6.3668625,106.237505
691,$732420.19,47.49.8.183,-6.0820288,106.0449143
692,$864314.44,112.167.215.113,40.4529251,49.7333235
693,$435264.49,95.96.192.168,40.7512099,23.0695911
694,$149828.03,74.240.247.202,38.8053078,-9.2279436
695,$279272.80,53.207.195.75,31.2570292,121.492796
696,$598175.47,16.238.148.222,60.1575299,29.8465101
697,$525071.30,250.10.71.14,34.542308,118.752842
698,$11.05,141.190.162.106,-8.2672,113.7496
699,$385068.40,112.241.239.240,-6.8128491,107.5087328
700,$781822.70,39.69.250.2,-6.279197,106.832873
701,$317366.42,64.72.96.158,-13.4919595,-76.1667807
702,$489449.49,236.40.37.130,47.4214312,92.2225067
703,$620590.55,201.85.55.47,19.6707976,-99.1885208
704,$77528.05,150.243.253.156,13.8013,32.4078
705,$537486.67,139.139.133.84,38.02365,114.152183
706,$812597.65,225.151.181.137,47.63319,-52.94806
707,$861428.34,216.94.115.201,-7.038375,112.9136695
708,$422073.59,86.163.227.129,5.9795827,124.6723608
709,$838108.98,78.88.0.127,6.3049636,7.5626411
710,$389598.88,201.215.180.60,3.3217785,101.4679893
711,$341024.06,159.39.205.125,-8.8399876,13.2894368
712,$60548.15,228.238.30.200,38.97513,26.3684411
713,$487204.14,29.28.187.131,26,99.8333333
714,$683258.04,247.153.185.210,30.713107,120.181069
715,$487134.52,126.209.34.57,18.226045,121.555888
716,$66466.06,11.107.158.119,44.4113398,18.7480201
717,$674877.48,115.178.249.165,34.8582652,33.6007892
718,$778925.85,82.111.227.194,27.1291264,-104.9126044
719,$544413.40,15.13.233.178,-9.4852898,119.1736353
720,$182433.75,85.148.19.149,22.9647344,-82.1523251
721,$137818.60,108.207.141.247,48.7320309,16.905384
722,$321848.24,96.198.134.22,19.539165,-69.9013281
723,$812791.86,249.135.42.104,15.5168467,120.6069565
724,$458944.99,248.133.28.252,40.6918277,20.9424673
725,$325126.58,41.37.214.128,46.8439197,-1.8718358
726,$759919.17,145.89.51.172,-2.4431287,114.2152731
727,$853413.93,224.140.34.226,38.290338,-8.2274142
728,$617597.36,91.12.63.225,50.9603536,14.3596743
729,$696999.58,190.242.166.198,46.4044239,14.1375549
730,$312355.88,4.95.83.215,41.43999,22.79536
731,$68157.11,157.128.184.218,-33.7902407,-57.4895998
732,$289056.91,14.194.237.203,52.5121401,13.414046
733,$796591.70,229.128.117.252,56.8408003,42.5992867
734,$677988.00,246.55.11.239,-32.0355634,-52.0918239
735,$531840.41,157.168.212.38,48.8744977,2.3410371
736,$8450.71,154.99.11.83,24.646975,116.951541
737,$599834.59,72.169.145.185,-41.2913531,174.7799667
738,$67289.58,81.15.241.144,9.9126704,-67.3614586
739,$123542.04,4.59.177.203,39.8,-89.65
740,$842074.03,153.112.202.14,59.7649518,5.4640977
741,$817558.42,177.174.198.128,39.912288,116.365867
742,$771212.00,100.177.133.247,-2.6242355,-56.7346167
743,$220038.83,240.19.100.46,48.6011478,-1.9817089
744,$782333.60,34.235.75.65,9.297858,-64.3490085
745,$627346.64,137.179.185.174,24.034527,112.047639
746,$112909.38,125.169.75.106,49.554701,32.0981669
747,$633177.70,69.148.178.45,38.400112,114.866414
748,$664529.89,114.94.126.49,-2.609012,112.403397
749,$794023.99,86.225.6.66,46.272878,102.7790303
750,$433909.36,126.94.192.81,-7.0572973,107.5365647
751,$218106.44,158.175.63.100,35.49846,36.00955
752,$604982.05,111.140.222.244,-20.8933441,-47.5925952
753,$205075.81,243.121.218.134,16.0765691,97.5843171
754,$711982.53,125.54.167.231,41.8563033,60.398557
755,$434599.76,113.76.227.106,8.2760566,99.999936
756,$100745.56,138.236.168.159,-8.1018542,112.0922743
757,$143439.75,226.146.221.169,-8.639266,122.281829
758,$897105.73,45.14.144.97,-6.147133,106.6232359
759,$654121.31,67.46.158.12,-17.1885187,-45.1494505
760,$743836.72,206.129.56.106,14.5951658,121.4276451
761,$504665.79,212.241.163.4,49.0498305,15.5547835
762,$953952.67,96.64.128.163,49.0096906,2.5479245
763,$1392.05,186.40.233.141,59.7436995,18.3601496
764,$741308.08,26.164.231.113,7.1864095,100.5927222
765,$678998.75,68.103.244.203,51.3436553,25.8490867
766,$260443.25,104.46.9.166,32.2680738,-110.9923904
767,$750333.50,197.122.71.92,50.1661085,22.2214748
768,$26570.19,19.180.149.16,47.5015067,34.6341859
769,$69206.06,204.2.168.233,31.364902,108.249509
770,$476392.96,22.239.248.224,10.297315,123.89885
771,$296085.13,91.146.66.139,-7.898852,111.9284017
772,$545991.63,56.187.119.200,29.743828,122.108265
773,$216508.38,4.1.39.196,47.59989,-53.26478
774,$841667.61,46.20.178.124,27.5277132,57.8651371
775,$912210.35,255.80.166.119,8.931132,-75.030651
776,$864036.43,77.82.122.196,10.107755,123.649321
777,$611624.45,91.135.211.32,31.1655344,121.6793537
778,$398323.37,65.95.108.136,39.3046388,23.2207655
779,$351407.61,52.18.150.166,43.8227415,18.2051201
780,$750327.83,34.222.219.2,53.6094246,18.5697311
781,$160616.83,90.152.246.248,40.9177668,-8.5813851
782,$309886.91,151.189.12.85,-32.9701344,-68.8462541
783,$319089.68,210.171.166.46,36.34931,126.59772
784,$720019.25,29.155.42.149,49.8831056,18.3174408
785,$909694.01,215.170.238.106,-15.7524721,26.4370933
786,$205553.74,138.238.21.214,43.1135996,-79.2169174
787,$480427.33,42.171.38.173,41.1154773,-7.5627051
788,$574833.51,139.251.5.79,-7.606418,110.190865
789,$304387.35,10.66.42.78,44.055922,85.38086
790,$341343.32,142.116.211.224,38.7108335,139.7415269
791,$581424.74,112.167.206.176,25.9755686,89.6367458
792,$963552.56,21.81.194.123,27.1840722,114.9749001
793,$581255.23,117.208.208.223,38.4664687,-9.0952451
794,$922669.73,232.17.131.204,17.8579334,-93.1548091
795,$65944.48,26.217.122.112,-40.864985,172.89648
796,$156025.31,157.100.38.243,11.5012022,122.3115616
797,$847132.51,43.85.149.63,26.497765,101.738528
798,$406929.08,80.139.236.121,-8.5388252,115.402367
799,$312127.19,206.70.28.226,34.5235452,43.7190392
800,$274454.14,118.98.26.157,38.1788095,15.4976181
801,$886889.58,64.141.18.180,65.0344464,25.8438146
802,$699601.40,247.238.117.56,32.25124,35.26716
803,$236189.51,61.168.232.214,47.2952721,39.8734276
804,$533086.67,56.216.21.3,37.5599805,127.0051893
805,$6791.92,45.22.88.106,40.8024032,21.4591344
806,$141223.42,222.100.5.140,13.3252954,-1.5257042
807,$260472.20,174.12.83.57,48.9648921,2.2558072
808,$895204.82,8.80.173.239,23.106401,113.459749
809,$628997.17,84.84.130.26,37.2284208,21.6360085
810,$256808.30,155.14.217.89,13.8170825,101.3052635
811,$387223.36,210.148.153.60,-33.5938745,18.5268253
812,$203391.73,73.128.226.8,44.5159761,21.7315817
813,$121541.32,25.164.233.82,39.154597,117.170921
814,$703622.59,59.229.39.249,52.83797,15.83104
815,$750853.34,150.224.111.62,-6.956164,106.7714
816,$884115.07,171.253.93.148,46.6817873,-64.8659804
817,$288767.86,181.142.217.5,36.285616,115.147814
818,$455808.80,161.106.255.71,11.6794479,-84.7015108
819,$52620.72,23.89.182.188,13.3200851,101.1015323
820,$435965.08,248.139.247.219,53.5199891,59.8158991
821,$355192.11,21.144.97.87,19.9034294,100.0359661
822,$699831.02,183.200.188.6,-6.0329665,26.9263671
823,$61875.39,28.196.232.235,-6.3818749,105.8862812
824,$56349.11,14.54.175.81,49.9166289,19.1520875
825,$107740.51,49.178.245.30,44.3972703,8.9714623
826,$740021.89,28.169.123.169,57.7190929,14.1817062
827,$490225.01,231.163.105.209,29.534969,112.551851
828,$617868.85,244.201.42.54,48.2618635,37.8561647
829,$657411.89,229.225.157.202,-9.3583473,-77.5999083
830,$209045.73,111.236.225.57,47.4936583,21.66245
831,$28866.82,176.17.57.14,50.8177069,15.7230035
832,$625084.69,251.147.112.181,52.0391192,39.7408362
833,$513074.04,149.44.189.8,43.6793979,4.131084
834,$540066.77,140.156.60.190,8.1176382,-80.593833
835,$483077.68,192.85.235.78,50.1062428,22.7546149
836,$99179.13,231.219.16.91,35.035,10.90809
837,$358520.40,16.212.42.118,65.5948341,22.1916654
838,$553412.61,184.123.145.73,59.3525393,18.0191452
839,$850753.14,83.57.221.226,23.0246287,89.6439924
840,$119968.48,157.183.146.233,-8.8230363,121.9373561
841,$386108.23,36.155.98.112,38.4898826,140.4015949
842,$642753.64,164.23.102.3,62.3565057,50.0762432
843,$831402.04,110.83.139.89,29.4418162,-98.4801308
844,$991539.89,98.36.53.68,10.7698637,-73.0021534
845,$303299.11,105.164.163.40,51.5742615,5.0840393
846,$414755.55,239.117.181.75,-15.4806094,-44.3642956
847,$157277.04,226.229.108.75,34.480174,108.43041
848,$479944.81,14.5.20.172,53.0155306,21.3375451
849,$258646.88,71.196.171.172,10.752961,122.49448
850,$93463.06,206.164.88.134,31.148896,120.722695
851,$532231.90,5.149.49.193,16.2725431,107.9394761
852,$627026.90,16.246.72.152,41.4744811,19.7041069
853,$498867.56,208.234.45.73,36.3006568,137.9047429
854,$472099.32,130.174.214.46,27.622768,113.854556
855,$826693.67,248.149.169.130,6.5400402,126.084947
856,$636211.36,169.252.17.111,44.934021,-123.3072848
857,$253813.68,175.192.225.102,14.5165603,121.2786716
858,$774427.32,249.216.161.158,-7.3518129,108.1110423
859,$369832.04,214.146.47.175,48.7803815,2.4549884
860,$446172.76,108.0.178.197,56.6332138,47.9021415
861,$686400.78,224.174.80.242,15.0270435,-91.148259
862,$751491.09,134.180.130.171,40.005404,113.149693
863,$215469.20,101.39.243.178,51.2701042,16.7076821
864,$686631.17,33.111.135.115,15.7268196,101.207047
865,$494341.45,232.185.93.49,4.5827227,-74.2117465
866,$32963.98,250.145.26.141,-23.5388072,-47.4563943
867,$567018.35,162.35.21.55,7.9247693,98.3227892
868,$189545.97,96.243.115.149,-34.610303,-58.410092
869,$556952.46,137.19.51.10,53.488087,-10.022186
870,$547996.46,207.92.236.197,63.827461,20.2599325
871,$586763.79,211.163.53.39,40.8024339,-8.5959634
872,$529584.35,35.31.15.59,49.9482828,36.0391858
873,$619142.86,80.60.184.97,27.6376503,30.8510692
874,$814398.94,162.226.63.77,6.456558,125.5372025
875,$933327.53,237.22.224.3,18.0651384,-77.4658948
876,$597138.95,116.155.194.66,40.8890204,22.9175369
877,$84734.82,202.12.205.40,23.105394,113.874335
878,$26490.54,240.79.114.42,45.4331407,-76.3609305
879,$954231.74,50.121.180.215,-27.5948698,-48.5482195
880,$585451.42,69.252.241.97,4.878323,-74.467283
881,$677835.59,15.110.231.198,42.7003378,47.2432976
882,$992930.71,106.201.212.172,54.5412717,18.0936055
883,$581756.92,231.137.64.37,40.24739,44.53511
884,$864370.38,43.133.254.78,-7.62385,109.23577
885,$728797.70,48.216.244.130,10.31128,123.951757
886,$717533.65,183.141.136.157,43.236229,94.324152
887,$869966.65,185.211.223.123,50.5837638,34.4904643
888,$3908.37,85.242.84.137,38.0635091,-8.1179553
889,$885956.83,216.133.20.225,43.3117995,129.7690775
890,$526520.30,231.0.84.1,48.9323908,2.4774664
891,$268287.71,98.116.39.70,42.5246357,87.5395855
892,$281979.60,216.184.220.47,33.273148,115.676125
893,$26366.15,197.99.16.187,-6.1989828,106.5996595
894,$999572.53,181.195.241.214,50.6859367,38.1632353
895,$406742.31,132.236.196.196,50.52546,42.6645851
896,$278000.24,168.181.34.43,33.9842691,35.6344491
897,$824818.84,112.118.234.156,40.137963,-7.5010773
898,$502499.12,175.7.95.198,46.0765073,-66.7299108
899,$995599.87,36.212.121.75,56.6444907,14.224297
900,$874852.55,113.20.175.128,48.3909721,-4.4854059
901,$242405.84,105.68.90.16,60.6739776,17.1574569
902,$150550.73,171.64.121.198,5.8192832,7.3408535
903,$261818.51,107.80.208.219,5.8700491,-57.1492443
904,$950339.93,127.105.232.31,40.3106587,-7.460117
905,$457661.33,235.226.67.224,-12.5502705,28.2409671
906,$975710.87,189.247.154.232,-7.2026914,108.1013637
907,$106857.37,38.201.137.182,30.859012,113.979421
908,$18917.11,67.192.11.49,-14.1,-70.2
909,$340457.37,238.219.140.198,34.933333,70.95
910,$448045.85,18.30.242.124,49.9805725,19.5512903
911,$528104.33,226.179.74.10,-3.2409636,33.9750018
912,$755893.77,107.164.154.139,48.5177572,24.6447745
913,$333856.62,209.251.227.120,-3.1045962,119.8524988
914,$259147.68,118.8.140.169,49.6475739,6.2573108
915,$975537.13,132.28.255.199,59.3763019,17.9325356
916,$8193.68,33.243.68.79,27.028446,106.461061
917,$232077.29,215.93.111.105,35.8614715,36.7981073
918,$880614.35,169.163.79.251,32.3907895,119.4331388
919,$379259.00,5.90.65.225,-10.02569,123.729698
920,$74112.72,213.99.126.179,59.6136775,16.2283098
921,$605572.58,123.108.88.47,8.017253,-72.0616304
922,$330111.66,189.206.227.27,49.8189015,24.3031209
923,$668352.09,103.224.167.173,11.7942415,8.8390321
924,$270105.97,253.84.191.16,44.9544161,42.0328581
925,$941717.41,235.255.126.125,-29.1110188,26.1862067
926,$259699.03,202.121.181.186,48.7393933,2.7594768
927,$602405.92,163.233.119.226,34.199479,119.578364
928,$390986.03,44.69.184.188,-23.5266796,-51.8311441
929,$420607.20,54.232.140.47,-15.0418557,-70.3673152
930,$293005.88,11.27.93.148,54.8603009,52.4223979
931,$988856.89,105.209.53.148,-16.4067401,-71.3764996
932,$235686.90,141.6.189.63,40.841536,22.9208045
933,$318722.60,157.182.124.53,36.6796146,136.8617092
934,$103268.96,119.141.85.131,14.413539,-90.633471
935,$580867.94,203.151.97.205,10.5534497,34.2824429
936,$315733.63,62.6.193.88,-13.2513786,-43.4112394
937,$353848.85,117.248.106.234,4.7161955,9.7288412
938,$230765.56,161.242.113.26,35.70915,10.67397
939,$508314.05,6.84.85.13,49.3457516,16.4764384
940,$303419.37,93.234.10.108,-3.3728836,29.1448793
941,$418393.19,151.97.192.198,41.2096879,-7.8210803
942,$678701.53,96.27.216.215,4.4796434,-75.5975296
943,$231120.74,170.35.56.223,31.9963592,-5.1174039
944,$624310.98,172.201.93.33,59.6535297,18.3648033
945,$907946.68,172.44.229.182,13.4470634,-88.556531
946,$842812.04,160.128.134.247,53.8819853,18.5517476
947,$891818.84,84.115.44.245,46.7457125,5.9081968
948,$466584.38,21.61.187.229,-6.6579598,106.7336319
949,$233478.15,168.72.93.254,26.0488019,32.2403107
950,$485918.26,92.254.17.28,-3.4590744,119.8815203
951,$779072.89,178.198.75.161,29.483676,109.989454
952,$40066.15,27.61.205.178,40.9089779,-8.421278
953,$787129.45,35.112.68.249,-6.9826515,111.431315
954,$24778.95,46.31.195.71,38.0339984,23.7379786
955,$964786.41,222.214.190.140,28.976995,116.762907
956,$450596.57,113.233.194.53,-13.77085,-73.536636
957,$486749.62,122.135.34.179,-9.2247779,-77.6478852
958,$666256.42,41.81.22.180,-29.8801552,-54.8265622
959,$764811.58,212.204.98.97,51.35249,21.12877
960,$306989.09,229.53.5.255,45.4235609,-73.9319061
961,$133626.53,48.159.215.247,31.2570292,121.492796
962,$859288.99,232.98.13.113,35.6290935,139.7425844
963,$131970.58,101.220.157.101,6.343847,-72.814792
964,$361248.35,151.77.17.180,55.5945618,26.4507193
965,$87348.39,105.246.240.39,-14.4076036,23.2587992
966,$113594.19,58.128.251.103,61.5003351,21.8474164
967,$295897.85,189.7.24.71,40.4407041,19.8451169
968,$951072.49,240.7.234.27,-9.5606075,124.6026671
969,$920390.18,255.83.142.24,22.656408,114.019351
970,$524121.65,141.157.169.250,38.828834,139.9059015
971,$436125.07,245.172.20.100,15.5900396,-87.879523
972,$500771.32,116.13.1.246,33.4180537,131.6156723
973,$863236.69,30.155.172.15,30.741991,121.341969
974,$624282.51,245.67.253.97,50.689856,20.7734253
975,$15446.76,143.137.172.187,57.6613265,12.0134068
976,$677570.61,172.204.107.199,-8.3052,123.237
977,$936096.71,246.74.115.235,36.182571,116.768358
978,$72852.59,206.1.108.89,48.7885683,2.3884283
979,$911865.49,211.85.190.9,27.320917,111.458656
980,$334133.28,13.34.160.110,49.73554,21.26331
981,$599385.39,227.51.236.100,31.2028365,121.4379074
982,$487241.84,180.155.81.133,57.1630313,13.4153897
983,$625213.65,51.13.43.0,35.10456,134.067383
984,$149997.66,100.61.32.75,-6.858925,108.2080973
985,$579299.68,206.60.52.169,14.914778,-91.444669
986,$537937.71,136.68.93.93,14.5968528,121.0670507
987,$541336.02,51.60.102.143,17.1522786,-89.0800227
988,$636025.10,63.98.68.113,55.7963126,37.5116044
989,$18582.35,182.172.194.197,-6.6063841,106.7617984
990,$655749.10,223.80.94.89,-0.4616728,-76.9931074
991,$897749.41,231.121.167.246,43.617445,124.139465
992,$504246.63,175.140.136.53,49.3996493,37.0642852
993,$426799.50,217.144.209.216,29.037007,100.298403
994,$610135.89,139.181.198.138,-6.1923925,106.8218403
995,$920755.09,97.229.239.4,40.9632212,24.8064244
996,$540345.76,80.149.201.216,53.2737147,-9.0288689
997,$200340.31,2.179.40.60,10.8780876,122.981075
998,$902711.23,67.26.133.221,-20.7795586,165.2386673
999,$342203.45,66.176.85.12,42.35,-71.06
1000,$474848.77,16.101.38.98,-5.5844754,105.4771084
